age,education,maritalstatus,occupation,hoursperweek,income
45,11th,Married-civ-spouse,Craft-repair,42,<=50K
64,5th-6th,Widowed,Other-service,16,<=50K
34,Bachelors,Never-married,Sales,35,<=50K
42,HS-grad,Divorced,Craft-repair,40,<=50K
26,10th,Never-married,Adm-clerical,20,<=50K
27,Assoc-voc,Never-married,Craft-repair,40,<=50K
21,Some-college,Never-married,Sales,40,<=50K
47,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
20,Some-college,Never-married,Adm-clerical,40,<=50K
28,Some-college,Never-married,Tech-support,24,<=50K
21,Some-college,Never-married,Sales,40,<=50K
36,HS-grad,Never-married,Machine-op-inspct,40,<=50K
81,1st-4th,Widowed,Sales,45,<=50K
41,Some-college,Divorced,Exec-managerial,40,<=50K
29,Bachelors,Never-married,Sales,40,<=50K
30,Assoc-acdm,Divorced,Adm-clerical,40,<=50K
25,HS-grad,Never-married,Adm-clerical,40,<=50K
42,HS-grad,Never-married,Adm-clerical,40,<=50K
30,HS-grad,Divorced,Transport-moving,40,<=50K
18,HS-grad,Never-married,Other-service,35,<=50K
30,Some-college,Never-married,Protective-serv,48,<=50K
61,Assoc-acdm,Married-civ-spouse,Exec-managerial,42,<=50K
21,HS-grad,Never-married,Machine-op-inspct,45,<=50K
53,HS-grad,Married-civ-spouse,Machine-op-inspct,48,<=50K
60,7th-8th,Separated,Priv-house-serv,15,<=50K
47,10th,Married-civ-spouse,Craft-repair,40,<=50K
48,Some-college,Divorced,Adm-clerical,40,<=50K
32,Bachelors,Never-married,Prof-specialty,40,<=50K
31,Bachelors,Never-married,Prof-specialty,40,<=50K
33,Masters,Never-married,Prof-specialty,30,<=50K
27,HS-grad,Married-civ-spouse,Farming-fishing,50,<=50K
37,Some-college,Married-civ-spouse,Machine-op-inspct,40,<=50K
34,HS-grad,Divorced,Handlers-cleaners,40,<=50K
51,Masters,Divorced,Protective-serv,40,<=50K
25,Bachelors,Married-civ-spouse,Prof-specialty,60,<=50K
25,Bachelors,Never-married,Other-service,24,<=50K
55,HS-grad,Divorced,Machine-op-inspct,40,<=50K
39,Bachelors,Divorced,Sales,40,<=50K
31,10th,Divorced,Handlers-cleaners,40,<=50K
31,Prof-school,Married-civ-spouse,Tech-support,40,<=50K
51,Assoc-voc,Never-married,Adm-clerical,40,<=50K
62,HS-grad,Never-married,Adm-clerical,32,<=50K
27,Bachelors,Divorced,Exec-managerial,52,<=50K
23,Some-college,Never-married,Adm-clerical,30,<=50K
35,9th,Married-civ-spouse,Craft-repair,50,<=50K
46,Assoc-acdm,Never-married,Prof-specialty,36,<=50K
27,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
22,11th,Married-civ-spouse,Adm-clerical,20,<=50K
37,Some-college,Divorced,Prof-specialty,30,<=50K
42,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
45,HS-grad,Divorced,Machine-op-inspct,40,<=50K
33,Assoc-voc,Married-civ-spouse,Prof-specialty,40,<=50K
46,Assoc-voc,Married-spouse-absent,Machine-op-inspct,40,<=50K
24,HS-grad,Never-married,Transport-moving,50,<=50K
56,HS-grad,Separated,Craft-repair,40,<=50K
45,11th,Married-civ-spouse,Other-service,36,<=50K
41,Some-college,Divorced,Adm-clerical,40,<=50K
66,Some-college,Married-civ-spouse,Exec-managerial,24,<=50K
35,HS-grad,Married-civ-spouse,Handlers-cleaners,35,<=50K
22,Some-college,Never-married,Adm-clerical,40,<=50K
24,HS-grad,Never-married,Handlers-cleaners,48,<=50K
34,Some-college,Divorced,Prof-specialty,6,<=50K
33,Masters,Never-married,Prof-specialty,50,<=50K
33,HS-grad,Married-civ-spouse,Transport-moving,60,<=50K
17,11th,Never-married,Other-service,15,<=50K
20,Some-college,Never-married,Adm-clerical,20,<=50K
30,7th-8th,Divorced,Transport-moving,40,<=50K
22,Bachelors,Never-married,Prof-specialty,40,<=50K
20,Assoc-acdm,Never-married,Other-service,40,<=50K
17,10th,Never-married,Other-service,20,<=50K
45,1st-4th,Married-civ-spouse,Machine-op-inspct,40,<=50K
27,Bachelors,Never-married,Exec-managerial,40,<=50K
45,Assoc-voc,Divorced,Sales,30,<=50K
44,Bachelors,Divorced,Prof-specialty,45,<=50K
35,9th,Never-married,Exec-managerial,40,<=50K
56,Bachelors,Married-spouse-absent,Prof-specialty,40,<=50K
47,Masters,Divorced,Tech-support,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,68,<=50K
33,HS-grad,Married-civ-spouse,Sales,45,<=50K
34,HS-grad,Divorced,Transport-moving,50,<=50K
24,Some-college,Never-married,Handlers-cleaners,40,<=50K
25,HS-grad,Never-married,Adm-clerical,40,<=50K
31,HS-grad,Never-married,Craft-repair,45,<=50K
38,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
35,HS-grad,Married-civ-spouse,Craft-repair,32,<=50K
34,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
46,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
19,Some-college,Never-married,Sales,16,<=50K
26,Assoc-acdm,Never-married,Other-service,15,<=50K
28,Some-college,Never-married,Prof-specialty,40,<=50K
47,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
30,HS-grad,Never-married,Priv-house-serv,40,<=50K
18,Some-college,Never-married,Other-service,16,<=50K
43,Some-college,Never-married,Other-service,40,<=50K
35,12th,Never-married,Farming-fishing,20,<=50K
58,HS-grad,Married-civ-spouse,Farming-fishing,72,<=50K
32,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
40,HS-grad,Married-civ-spouse,Transport-moving,35,<=50K
32,HS-grad,Never-married,Other-service,40,<=50K
44,HS-grad,Married-civ-spouse,Other-service,25,<=50K
25,Some-college,Never-married,Sales,40,<=50K
42,HS-grad,Divorced,Machine-op-inspct,40,<=50K
27,HS-grad,Never-married,Transport-moving,40,<=50K
33,Bachelors,Never-married,Prof-specialty,40,<=50K
50,Some-college,Married-civ-spouse,Craft-repair,55,<=50K
46,Assoc-voc,Married-civ-spouse,Prof-specialty,60,<=50K
22,Assoc-acdm,Never-married,Other-service,35,<=50K
52,HS-grad,Never-married,Other-service,45,<=50K
41,Assoc-voc,Divorced,Farming-fishing,40,<=50K
19,12th,Never-married,Other-service,30,<=50K
45,Bachelors,Divorced,Exec-managerial,60,<=50K
51,12th,Married-civ-spouse,Other-service,99,<=50K
45,Bachelors,Married-civ-spouse,Prof-specialty,30,<=50K
48,Some-college,Divorced,Adm-clerical,50,<=50K
42,HS-grad,Never-married,Sales,40,<=50K
19,Some-college,Never-married,Adm-clerical,10,<=50K
39,HS-grad,Married-civ-spouse,Sales,70,<=50K
36,Some-college,Divorced,Prof-specialty,45,<=50K
21,HS-grad,Never-married,Craft-repair,35,<=50K
17,11th,Never-married,Other-service,20,<=50K
29,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
52,Some-college,Divorced,Adm-clerical,60,<=50K
33,Assoc-acdm,Married-civ-spouse,Sales,40,<=50K
38,Masters,Never-married,Exec-managerial,35,<=50K
24,Assoc-acdm,Married-civ-spouse,Adm-clerical,30,<=50K
42,HS-grad,Married-civ-spouse,Transport-moving,96,<=50K
54,Bachelors,Married-civ-spouse,Craft-repair,50,<=50K
42,Assoc-voc,Married-civ-spouse,Other-service,45,<=50K
31,Bachelors,Widowed,Other-service,30,<=50K
56,HS-grad,Never-married,Prof-specialty,45,<=50K
28,HS-grad,Never-married,Transport-moving,40,<=50K
34,Assoc-acdm,Married-civ-spouse,Craft-repair,65,<=50K
25,Assoc-voc,Divorced,Adm-clerical,40,<=50K
48,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
47,Some-college,Divorced,Adm-clerical,40,<=50K
17,11th,Never-married,Other-service,20,<=50K
44,5th-6th,Married-civ-spouse,Machine-op-inspct,40,<=50K
46,Some-college,Divorced,Transport-moving,40,<=50K
42,Some-college,Married-civ-spouse,Transport-moving,40,<=50K
61,HS-grad,Divorced,Other-service,40,<=50K
47,Bachelors,Married-civ-spouse,Craft-repair,40,<=50K
62,10th,Married-civ-spouse,Craft-repair,40,<=50K
62,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
33,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
39,Bachelors,Married-civ-spouse,Prof-specialty,42,<=50K
17,11th,Never-married,Handlers-cleaners,10,<=50K
58,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
35,Bachelors,Separated,Prof-specialty,50,<=50K
32,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
19,HS-grad,Never-married,Sales,40,<=50K
41,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
24,HS-grad,Divorced,Other-service,40,<=50K
48,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
32,Some-college,Divorced,Prof-specialty,30,<=50K
47,HS-grad,Divorced,Adm-clerical,35,<=50K
38,Prof-school,Married-civ-spouse,Sales,40,<=50K
18,HS-grad,Never-married,Handlers-cleaners,40,<=50K
25,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
40,Assoc-voc,Divorced,Prof-specialty,20,<=50K
56,11th,Married-civ-spouse,Craft-repair,20,<=50K
32,HS-grad,Married-civ-spouse,Protective-serv,40,<=50K
28,Some-college,Never-married,Adm-clerical,52,<=50K
53,Some-college,Married-civ-spouse,Exec-managerial,55,<=50K
21,Some-college,Never-married,Other-service,20,<=50K
29,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
45,Some-college,Married-civ-spouse,Sales,45,<=50K
25,HS-grad,Never-married,Sales,50,<=50K
38,Some-college,Married-civ-spouse,Handlers-cleaners,40,<=50K
30,Some-college,Divorced,Adm-clerical,40,<=50K
41,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
27,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
64,Some-college,Married-civ-spouse,Exec-managerial,20,<=50K
41,HS-grad,Married-civ-spouse,Transport-moving,45,<=50K
51,5th-6th,Separated,Machine-op-inspct,40,<=50K
61,1st-4th,Married-civ-spouse,Other-service,40,<=50K
52,7th-8th,Divorced,Priv-house-serv,16,<=50K
20,HS-grad,Never-married,Handlers-cleaners,40,<=50K
52,Masters,Married-civ-spouse,Prof-specialty,40,<=50K
36,Bachelors,Never-married,Prof-specialty,40,<=50K
33,Masters,Never-married,Exec-managerial,40,<=50K
40,HS-grad,Married-civ-spouse,Prof-specialty,50,<=50K
22,Some-college,Never-married,Craft-repair,35,<=50K
24,HS-grad,Never-married,Sales,30,<=50K
19,Some-college,Never-married,Sales,30,<=50K
40,HS-grad,Divorced,Craft-repair,40,<=50K
63,Bachelors,Married-civ-spouse,Transport-moving,40,<=50K
18,11th,Never-married,Other-service,20,<=50K
19,1st-4th,Never-married,Machine-op-inspct,40,<=50K
49,HS-grad,Married-civ-spouse,Exec-managerial,45,<=50K
49,Masters,Divorced,Exec-managerial,40,<=50K
60,HS-grad,Married-civ-spouse,Craft-repair,50,<=50K
34,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
30,Some-college,Married-civ-spouse,Sales,44,<=50K
46,HS-grad,Never-married,Handlers-cleaners,17,<=50K
32,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
25,HS-grad,Never-married,Craft-repair,75,<=50K
32,Some-college,Married-civ-spouse,Transport-moving,50,<=50K
20,HS-grad,Never-married,Craft-repair,30,<=50K
34,HS-grad,Divorced,Exec-managerial,48,<=50K
40,Some-college,Never-married,Exec-managerial,50,<=50K
34,Assoc-voc,Never-married,Adm-clerical,40,<=50K
19,10th,Never-married,Handlers-cleaners,25,<=50K
53,10th,Married-civ-spouse,Craft-repair,40,<=50K
30,Some-college,Never-married,Prof-specialty,40,<=50K
20,11th,Married-civ-spouse,Farming-fishing,40,<=50K
19,HS-grad,Never-married,Other-service,30,<=50K
20,HS-grad,Never-married,Sales,60,<=50K
35,Bachelors,Married-civ-spouse,Exec-managerial,45,<=50K
33,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
38,Some-college,Divorced,Exec-managerial,38,<=50K
50,Some-college,Married-civ-spouse,Exec-managerial,30,<=50K
23,HS-grad,Divorced,Other-service,10,<=50K
30,Some-college,Never-married,Adm-clerical,10,<=50K
33,Bachelors,Separated,Exec-managerial,40,<=50K
48,HS-grad,Divorced,Machine-op-inspct,40,<=50K
43,Bachelors,Divorced,Prof-specialty,24,<=50K
33,Some-college,Never-married,Tech-support,40,<=50K
36,Some-college,Divorced,Handlers-cleaners,50,<=50K
50,HS-grad,Divorced,Adm-clerical,46,<=50K
26,HS-grad,Married-civ-spouse,Sales,20,<=50K
37,HS-grad,Married-civ-spouse,Farming-fishing,40,<=50K
43,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
38,Some-college,Married-civ-spouse,Transport-moving,40,<=50K
42,7th-8th,Married-civ-spouse,Handlers-cleaners,30,<=50K
44,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
28,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
51,Some-college,Widowed,Adm-clerical,40,<=50K
51,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
49,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
31,Some-college,Never-married,Adm-clerical,40,<=50K
23,Some-college,Never-married,Farming-fishing,30,<=50K
40,Some-college,Divorced,Sales,40,<=50K
66,7th-8th,Married-civ-spouse,Exec-managerial,50,<=50K
17,11th,Never-married,Other-service,20,<=50K
69,Prof-school,Married-civ-spouse,Prof-specialty,3,<=50K
23,Bachelors,Never-married,Adm-clerical,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
38,Some-college,Divorced,Sales,40,<=50K
38,9th,Married-civ-spouse,Farming-fishing,54,<=50K
37,Bachelors,Never-married,Prof-specialty,40,<=50K
23,9th,Never-married,Farming-fishing,70,<=50K
17,10th,Never-married,Other-service,15,<=50K
48,Bachelors,Married-civ-spouse,Prof-specialty,35,<=50K
17,11th,Never-married,Adm-clerical,23,<=50K
35,Bachelors,Married-civ-spouse,Craft-repair,45,<=50K
43,HS-grad,Married-civ-spouse,Machine-op-inspct,48,<=50K
36,Masters,Never-married,Prof-specialty,40,<=50K
24,HS-grad,Separated,Other-service,40,<=50K
45,Some-college,Married-civ-spouse,Transport-moving,48,<=50K
56,HS-grad,Never-married,Adm-clerical,38,<=50K
22,Some-college,Never-married,Prof-specialty,50,<=50K
33,HS-grad,Never-married,Other-service,36,<=50K
48,HS-grad,Never-married,Other-service,32,<=50K
20,Some-college,Never-married,Other-service,30,<=50K
47,11th,Married-civ-spouse,Craft-repair,40,<=50K
20,Some-college,Never-married,Other-service,25,<=50K
44,Bachelors,Divorced,Exec-managerial,40,<=50K
45,Bachelors,Married-civ-spouse,Farming-fishing,77,<=50K
27,Bachelors,Never-married,Prof-specialty,40,<=50K
20,HS-grad,Never-married,Farming-fishing,55,<=50K
31,Masters,Never-married,Tech-support,40,<=50K
49,HS-grad,Never-married,Craft-repair,30,<=50K
44,Masters,Married-civ-spouse,Adm-clerical,40,<=50K
49,HS-grad,Divorced,Craft-repair,50,<=50K
28,Bachelors,Never-married,Prof-specialty,52,<=50K
33,Assoc-acdm,Divorced,Machine-op-inspct,40,<=50K
35,Some-college,Divorced,Machine-op-inspct,55,<=50K
17,11th,Never-married,Sales,20,<=50K
25,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
41,HS-grad,Divorced,Craft-repair,40,<=50K
30,Masters,Never-married,Tech-support,45,<=50K
61,Some-college,Married-civ-spouse,Adm-clerical,35,<=50K
41,HS-grad,Separated,Craft-repair,40,<=50K
36,HS-grad,Never-married,Tech-support,50,<=50K
24,Some-college,Never-married,Protective-serv,40,<=50K
27,HS-grad,Never-married,Adm-clerical,40,<=50K
18,11th,Never-married,Prof-specialty,2,<=50K
20,Some-college,Never-married,Prof-specialty,15,<=50K
18,Some-college,Never-married,Other-service,12,<=50K
23,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
38,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
36,Some-college,Divorced,Adm-clerical,40,<=50K
28,Bachelors,Never-married,Exec-managerial,50,<=50K
38,Bachelors,Married-civ-spouse,Protective-serv,60,<=50K
26,11th,Divorced,Craft-repair,40,<=50K
46,Some-college,Divorced,Adm-clerical,35,<=50K
49,Some-college,Never-married,Exec-managerial,40,<=50K
19,HS-grad,Never-married,Sales,30,<=50K
45,Some-college,Married-civ-spouse,Farming-fishing,50,<=50K
70,Some-college,Married-civ-spouse,Tech-support,20,<=50K
19,Some-college,Never-married,Adm-clerical,20,<=50K
46,Assoc-voc,Married-civ-spouse,Craft-repair,50,<=50K
20,Some-college,Never-married,Transport-moving,35,<=50K
17,11th,Never-married,Other-service,22,<=50K
19,Some-college,Never-married,Other-service,15,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
51,HS-grad,Widowed,Prof-specialty,40,<=50K
24,Some-college,Never-married,Craft-repair,60,<=50K
31,Assoc-acdm,Married-civ-spouse,Prof-specialty,40,<=50K
27,HS-grad,Never-married,Other-service,40,<=50K
30,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
28,Assoc-acdm,Never-married,Adm-clerical,32,<=50K
25,HS-grad,Never-married,Craft-repair,50,<=50K
22,Bachelors,Never-married,Sales,20,<=50K
21,Some-college,Never-married,Exec-managerial,40,<=50K
54,HS-grad,Married-civ-spouse,Exec-managerial,56,<=50K
36,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
29,Bachelors,Married-civ-spouse,Sales,40,<=50K
55,HS-grad,Divorced,Transport-moving,40,<=50K
56,Masters,Divorced,Adm-clerical,40,<=50K
19,Some-college,Never-married,Other-service,25,<=50K
35,HS-grad,Divorced,Adm-clerical,40,<=50K
44,10th,Separated,Machine-op-inspct,40,<=50K
40,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
18,HS-grad,Never-married,Other-service,20,<=50K
71,HS-grad,Married-civ-spouse,Farming-fishing,35,<=50K
20,12th,Never-married,Other-service,35,<=50K
34,Assoc-voc,Divorced,Tech-support,40,<=50K
23,Some-college,Never-married,Adm-clerical,24,<=50K
38,Masters,Divorced,Prof-specialty,40,<=50K
22,HS-grad,Never-married,Adm-clerical,40,<=50K
36,Assoc-voc,Divorced,Adm-clerical,54,<=50K
30,Some-college,Never-married,Adm-clerical,40,<=50K
58,10th,Never-married,Other-service,40,<=50K
39,Assoc-voc,Married-civ-spouse,Other-service,40,<=50K
62,HS-grad,Widowed,Adm-clerical,38,<=50K
51,HS-grad,Divorced,Prof-specialty,40,<=50K
52,Some-college,Divorced,Exec-managerial,50,<=50K
25,HS-grad,Never-married,Sales,30,<=50K
26,Bachelors,Never-married,Adm-clerical,40,<=50K
26,10th,Married-civ-spouse,Craft-repair,40,<=50K
59,Bachelors,Never-married,Exec-managerial,40,<=50K
21,HS-grad,Never-married,Farming-fishing,50,<=50K
26,HS-grad,Married-civ-spouse,Craft-repair,36,<=50K
68,10th,Widowed,Farming-fishing,20,<=50K
65,HS-grad,Married-civ-spouse,Sales,18,<=50K
41,Masters,Divorced,Exec-managerial,45,<=50K
34,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
28,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
40,Assoc-voc,Never-married,Adm-clerical,40,<=50K
37,11th,Married-civ-spouse,Craft-repair,50,<=50K
34,10th,Divorced,Machine-op-inspct,60,<=50K
32,Some-college,Never-married,Exec-managerial,60,<=50K
18,Some-college,Never-married,Sales,15,<=50K
48,Assoc-voc,Married-spouse-absent,Prof-specialty,40,<=50K
33,HS-grad,Married-civ-spouse,Transport-moving,20,<=50K
33,HS-grad,Never-married,Handlers-cleaners,40,<=50K
47,5th-6th,Married-spouse-absent,Machine-op-inspct,40,<=50K
40,HS-grad,Divorced,Adm-clerical,38,<=50K
42,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
51,11th,Married-civ-spouse,Handlers-cleaners,40,<=50K
44,Some-college,Divorced,Adm-clerical,57,<=50K
37,HS-grad,Separated,Tech-support,40,<=50K
25,11th,Never-married,Machine-op-inspct,40,<=50K
52,HS-grad,Divorced,Sales,45,<=50K
28,HS-grad,Never-married,Adm-clerical,40,<=50K
34,Bachelors,Married-civ-spouse,Sales,50,<=50K
31,HS-grad,Married-civ-spouse,Machine-op-inspct,45,<=50K
35,Some-college,Divorced,Sales,35,<=50K
25,Some-college,Never-married,Adm-clerical,40,<=50K
38,HS-grad,Divorced,Exec-managerial,40,<=50K
43,HS-grad,Never-married,Farming-fishing,60,<=50K
22,Some-college,Never-married,Craft-repair,40,<=50K
18,11th,Never-married,Other-service,20,<=50K
26,HS-grad,Never-married,Adm-clerical,40,<=50K
43,HS-grad,Divorced,Sales,20,<=50K
21,Some-college,Never-married,Adm-clerical,25,<=50K
62,Some-college,Widowed,Protective-serv,40,<=50K
26,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
18,11th,Never-married,Sales,20,<=50K
65,HS-grad,Married-civ-spouse,Sales,55,<=50K
31,9th,Never-married,Other-service,20,<=50K
56,9th,Divorced,Sales,40,<=50K
22,Bachelors,Never-married,Adm-clerical,35,<=50K
36,Some-college,Married-civ-spouse,Protective-serv,48,<=50K
30,HS-grad,Married-civ-spouse,Other-service,30,<=50K
35,Some-college,Married-civ-spouse,Tech-support,45,<=50K
37,HS-grad,Married-civ-spouse,Transport-moving,30,<=50K
56,Masters,Married-civ-spouse,Exec-managerial,50,<=50K
41,Assoc-acdm,Divorced,Sales,40,<=50K
38,HS-grad,Never-married,Other-service,40,<=50K
34,9th,Separated,Machine-op-inspct,35,<=50K
42,Assoc-voc,Divorced,Prof-specialty,40,<=50K
33,HS-grad,Married-civ-spouse,Farming-fishing,50,<=50K
21,HS-grad,Never-married,Prof-specialty,30,<=50K
69,10th,Married-civ-spouse,Transport-moving,10,<=50K
32,Assoc-acdm,Never-married,Sales,46,<=50K
50,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
45,HS-grad,Divorced,Other-service,40,<=50K
31,HS-grad,Married-civ-spouse,Adm-clerical,35,<=50K
24,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
21,Assoc-acdm,Never-married,Other-service,5,<=50K
43,Assoc-voc,Divorced,Exec-managerial,25,<=50K
22,HS-grad,Never-married,Sales,25,<=50K
21,Some-college,Never-married,Tech-support,25,<=50K
37,Some-college,Married-civ-spouse,Transport-moving,45,<=50K
34,Some-college,Divorced,Other-service,40,<=50K
43,Some-college,Divorced,Machine-op-inspct,38,<=50K
25,Some-college,Never-married,Prof-specialty,40,<=50K
43,11th,Married-civ-spouse,Handlers-cleaners,40,<=50K
23,11th,Married-civ-spouse,Other-service,40,<=50K
33,HS-grad,Separated,Machine-op-inspct,40,<=50K
64,Bachelors,Never-married,Sales,40,<=50K
35,Some-college,Never-married,Exec-managerial,50,<=50K
20,Some-college,Never-married,Other-service,40,<=50K
31,Some-college,Never-married,Craft-repair,40,<=50K
22,Some-college,Never-married,Other-service,24,<=50K
32,Prof-school,Never-married,Prof-specialty,40,<=50K
23,Assoc-acdm,Never-married,Sales,40,<=50K
21,Some-college,Never-married,Adm-clerical,40,<=50K
36,HS-grad,Married-civ-spouse,Other-service,2,<=50K
24,HS-grad,Never-married,Handlers-cleaners,40,<=50K
30,Some-college,Married-civ-spouse,Machine-op-inspct,30,<=50K
21,Assoc-voc,Married-civ-spouse,Farming-fishing,40,<=50K
56,HS-grad,Married-civ-spouse,Sales,40,<=50K
37,Some-college,Divorced,Exec-managerial,40,<=50K
52,Some-college,Divorced,Exec-managerial,40,<=50K
39,Some-college,Divorced,Exec-managerial,40,<=50K
28,12th,Divorced,Machine-op-inspct,40,<=50K
38,Bachelors,Divorced,Tech-support,40,<=50K
51,HS-grad,Never-married,Sales,40,<=50K
25,Some-college,Never-married,Transport-moving,45,<=50K
45,HS-grad,Widowed,Craft-repair,40,<=50K
17,11th,Never-married,Adm-clerical,12,<=50K
64,Masters,Married-civ-spouse,Prof-specialty,25,<=50K
74,Some-college,Married-civ-spouse,Exec-managerial,4,<=50K
23,Assoc-acdm,Never-married,Adm-clerical,25,<=50K
23,HS-grad,Never-married,Handlers-cleaners,50,<=50K
27,Assoc-voc,Never-married,Tech-support,36,<=50K
18,HS-grad,Never-married,Sales,24,<=50K
33,11th,Never-married,Sales,17,<=50K
50,Some-college,Married-civ-spouse,Craft-repair,48,<=50K
47,HS-grad,Divorced,Sales,50,<=50K
18,11th,Never-married,Sales,15,<=50K
34,Some-college,Married-civ-spouse,Handlers-cleaners,50,<=50K
64,HS-grad,Widowed,Adm-clerical,8,<=50K
23,Some-college,Never-married,Farming-fishing,50,<=50K
33,Some-college,Married-civ-spouse,Transport-moving,40,<=50K
43,Masters,Married-civ-spouse,Exec-managerial,45,<=50K
57,12th,Divorced,Other-service,40,<=50K
22,Bachelors,Never-married,Sales,45,<=50K
23,Bachelors,Never-married,Machine-op-inspct,40,<=50K
32,Masters,Never-married,Prof-specialty,40,<=50K
20,Some-college,Never-married,Tech-support,15,<=50K
30,Some-college,Never-married,Exec-managerial,52,<=50K
56,HS-grad,Married-civ-spouse,Farming-fishing,45,<=50K
34,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
32,HS-grad,Never-married,Craft-repair,40,<=50K
19,Some-college,Never-married,Prof-specialty,11,<=50K
29,HS-grad,Married-civ-spouse,Handlers-cleaners,42,<=50K
24,Some-college,Married-civ-spouse,Craft-repair,60,<=50K
41,Masters,Divorced,Prof-specialty,35,<=50K
23,7th-8th,Married-civ-spouse,Handlers-cleaners,30,<=50K
18,HS-grad,Never-married,Sales,10,<=50K
38,HS-grad,Separated,Transport-moving,30,<=50K
29,Bachelors,Never-married,Prof-specialty,50,<=50K
25,HS-grad,Married-civ-spouse,Transport-moving,45,<=50K
31,Prof-school,Never-married,Tech-support,55,<=50K
34,Bachelors,Married-spouse-absent,Adm-clerical,25,<=50K
41,5th-6th,Married-civ-spouse,Handlers-cleaners,40,<=50K
62,7th-8th,Married-civ-spouse,Prof-specialty,20,<=50K
58,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
40,HS-grad,Separated,Exec-managerial,40,<=50K
24,Bachelors,Never-married,Exec-managerial,40,<=50K
19,HS-grad,Never-married,Other-service,25,<=50K
32,Some-college,Married-civ-spouse,Craft-repair,45,<=50K
51,Some-college,Divorced,Adm-clerical,40,<=50K
25,9th,Married-civ-spouse,Transport-moving,45,<=50K
22,Some-college,Never-married,Transport-moving,40,<=50K
20,HS-grad,Married-civ-spouse,Sales,40,<=50K
42,7th-8th,Divorced,Craft-repair,40,<=50K
18,HS-grad,Never-married,Machine-op-inspct,20,<=50K
23,10th,Married-civ-spouse,Machine-op-inspct,40,<=50K
40,HS-grad,Divorced,Machine-op-inspct,40,<=50K
52,Some-college,Divorced,Sales,50,<=50K
35,Assoc-voc,Never-married,Other-service,60,<=50K
45,Some-college,Divorced,Machine-op-inspct,48,<=50K
39,HS-grad,Divorced,Adm-clerical,40,<=50K
54,HS-grad,Married-civ-spouse,Craft-repair,44,<=50K
42,7th-8th,Divorced,Sales,40,<=50K
59,Assoc-acdm,Married-civ-spouse,Craft-repair,40,<=50K
22,Some-college,Never-married,Protective-serv,20,<=50K
33,Bachelors,Never-married,Prof-specialty,40,<=50K
18,11th,Never-married,Farming-fishing,70,<=50K
24,Bachelors,Never-married,Other-service,40,<=50K
28,Assoc-voc,Married-civ-spouse,Handlers-cleaners,30,<=50K
21,HS-grad,Never-married,Adm-clerical,43,<=50K
22,11th,Never-married,Craft-repair,30,<=50K
56,Some-college,Married-civ-spouse,Adm-clerical,40,<=50K
21,Some-college,Never-married,Sales,20,<=50K
17,10th,Never-married,Handlers-cleaners,26,<=50K
